"Polarized Data for B=1.5T, filter rotated 0, 30, 60, 90 from noon to 3 on a clockface"
Wavelength(A)_MDPX,"Signal Strength, theta=0","Signal Strength, theta=30","Signal Strength, theta=60","Signal Strength, theta=90"
4461.915415862584,-0.004077218134557956,0.008126913104008588,0.019949088652114803,-0.014925977040780488
4461.937652457057,0.011476738772127678,-0.009403371660457236,-0.01231382196125787,0.012537280203697451
4461.959889051531,-0.029435814543477767,-0.015435021616020147,-0.03395076201461759,-0.051808874854158804
4461.9821256460045,-0.016191851236794952,-0.027010656211589823,0.0003398096476464504,-0.013231981734111749
4462.004362240478,-0.027741819236809042,-0.03311930595381949,-0.021374130192380034,-0.021419625716343958
4462.026598834951,-0.02014450695235533,-0.007119044656010006,-0.009310830281254208,-0.02088062720967664
4462.048835429425,-0.027151487539030544,-0.01605101990935423,-0.010722493036811484,-0.02195862422301128
4462.0710720238985,-0.032515806010148196,-0.040870617811606724,-0.03413042818350669,-0.03589558560969495
4462.093308618372,-0.0031532206945568296,0.0008119333706663327,-0.010260494316810921,-0.008971326871884334
4462.115545212845,-0.01270119424123514,-0.04115295036271818,-0.022067128272380873,-0.02195862422301128
4462.137781807319,-0.03331147047237138,-0.03707196166937987,-0.03338609691239468,-0.04054123940525617
4462.1600184017925,-0.008851204907897111,-0.01818134734046794,-0.01621514448570707,-0.01690230489856067
4462.182254996265,-0.015113854223460305,-0.021492338167138643,-0.02527545271682923,-0.010331656436330437
4462.204491590739,-0.025329159254583875,-0.0014980602293364843,-0.014136150245704535,-0.01738997021411682
4462.226728185213,-0.006130545779004905,-0.03283697340270804,-0.03633775540128717,-0.024602283565236728
4462.2489647796865,-0.019785174614577114,-0.010378702291569536,-0.00897716453903158,-0.015824307885226027
4462.271201374159,-0.021658836090134952,-0.01589702033602071,-0.02129713040571327,-0.020392961894120484
4462.293437968633,-0.007875874276784812,-0.012124030789349443,-0.016779809587929986,-0.014746310871891374
4462.315674563107,-0.026381489672362937,-0.03863762399827067,-0.01272448749014726,-0.02154795869412189
4462.3379111575805,-0.0004068949701090361,-0.015614687784909258,-0.009952495170143879,-0.00019335119187362915
4462.360147752053,-0.027202820730141717,-0.028422318967147097,-0.01349448535681487,-0.02147095890745513
4462.382384346527,-0.02979514688125599,-0.017129016922688877,-0.014059150459037774,-0.006071001574103019
4462.404620941001,-0.015550186347905282,-0.03319630574048625,-0.019269469356821906,-0.019879629983008747
4462.426857535474,-0.03272113877459289,-0.022313669224917423,-0.020835131685712705,-0.033867924560803585
4462.449094129948,-0.003512553032335046,0.006715250348451309,0.0024958036743157465,-0.00014201800076245544
4462.471330724421,-0.0006892275212204915,-0.016282019269354513,-0.026379116325719466,-0.015490642143003393
4462.493567318895,-0.02799848519236491,-0.037302961029380154,-0.007591168379029888,-0.030967599263022273
4462.515803913368,-0.027536486472364348,-0.02444399665603113,-0.035927089872397774,-0.03961724196525505
4462.538040507841,-0.01621751783235054,-0.01843801329602381,-0.024890453783495435,-0.024653616756347908
4462.560277102315,-0.002203556659000116,-0.017796348407134135,-0.004459843721248292,-0.010844988347442174
4462.582513696789,-0.011392197867900212,-0.0274469883360348,-0.013776817907926325,-0.0191866319030079
4462.6047502912625,-0.0377774580990435,-0.027061989402700996,-0.02876610971238905,-0.03101893245413344
4462.626986885735,-0.027716152641253454,-0.027036322807145408,-0.028612110139055527,-0.010844988347442174
